^2023^|^01^|^238720^|^032^|^03^|^HB^|^2341^|^PBR^|^01^|^00^|^1^|^001^|^Rekomendasi kebijakan dari hasil pengolahan dan analisis data Log Book Penangkapan Ikan^|^0^|^^|^0^|^^|^^|^11^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2341^|^PBR^|^01^|^00^|^1^|^002^|^Rekomendasi kebijakan pengelolaan SDI Laut Pedalaman, Teritorial dan Perairan Kepulauan ^|^0^|^^|^0^|^^|^^|^3^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2341^|^PBR^|^01^|^00^|^1^|^003^|^Rekomendasi kebijakan dari hasil pengolahan dan analisis data pemantauan Observer diatas kapal perikanan^|^0^|^^|^0^|^^|^^|^11^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBB^|^01^|^00^|^1^|^951^|^Layanan Sarana Internal^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2341^|^QGA^|^01^|^00^|^1^|^001^|^Lembaga Pengelola Perikanan Wilayah Pengelolaan Perikanan Negara Republik Indonesia (WPPNRI) yang operasional^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^CAN^|^01^|^00^|^1^|^955^|^Perangkat Pengolah Data dan Komunikasi^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBA^|^01^|^00^|^1^|^956^|^Layanan BMN^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBA^|^01^|^00^|^1^|^957^|^Layanan Hukum^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBA^|^01^|^00^|^1^|^958^|^Layanan Hubungan Masyarakat^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBA^|^01^|^00^|^1^|^960^|^Layanan Organisasi dan Tata Kelola Internal^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBA^|^01^|^00^|^1^|^962^|^Layanan Umum^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBA^|^01^|^00^|^1^|^963^|^Layanan Data dan Informasi^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBA^|^01^|^00^|^1^|^994^|^Layanan Perkantoran^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBC^|^01^|^00^|^1^|^954^|^Layanan Manajemen SDM^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBD^|^01^|^00^|^1^|^952^|^Layanan Perencanaan dan Penganggaran^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBD^|^01^|^00^|^1^|^953^|^Layanan Pemantauan dan Evaluasi^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBD^|^01^|^00^|^1^|^955^|^Layanan Manajemen Keuangan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^WA^|^2342^|^EBD^|^01^|^00^|^1^|^974^|^Layanan Penyelenggaraan Kearsipan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^BDC^|^01^|^00^|^1^|^001^|^Nelayan/awak kapal perikanan yang ditingkatkan pengetahuan/kompetensinya di bidang sarana penangkapan ikan^|^0^|^^|^0^|^^|^^|^1860^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^BKB^|^01^|^00^|^1^|^001^|^Bantuan sarana penangkapan ikan yang dipantau pemanfaatannya^|^0^|^^|^0^|^^|^^|^49^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^PCA^|^01^|^00^|^1^|^001^|^Dokumen awak kapal perikanan yang diterbitkan^|^0^|^^|^0^|^^|^^|^1178^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^PCA^|^01^|^00^|^1^|^002^|^Dokumen bukti lulus seleksi calon Perusahaan Penempatan Pekerja Migran Indonesia (P3MI) awak kapal perikanan migran yang diterbitkan^|^0^|^^|^0^|^^|^^|^15^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^PDI^|^01^|^00^|^1^|^001^|^Awak kapal perikanan yang disertifikasi^|^0^|^^|^0^|^^|^^|^26100^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^PDI^|^01^|^00^|^1^|^002^|^Petugas yang tersertifikasi di bidang kapal perikanan^|^0^|^^|^0^|^^|^^|^120^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^QDC^|^01^|^00^|^1^|^001^|^Awak kapal perikanan yang difasilitasi penerapan Perjanjian Kerja Laut (PKL) dengan pelaku usaha^|^0^|^^|^0^|^^|^^|^12780^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^QDH^|^01^|^00^|^1^|^001^|^Pelaku usaha yang difasilitasi penerapan prinsip HAM pada usaha perikanan^|^0^|^^|^0^|^^|^^|^80^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^QEG^|^01^|^00^|^1^|^002^|^Alat penangkapan ikan dan/atau alat bantu penangkapan ikan bantuan yang tersalurkan^|^0^|^^|^0^|^^|^^|^15000^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^QEG^|^01^|^00^|^1^|^003^|^Sarana penangkapan ikan yang tersalurkan^|^0^|^^|^0^|^^|^^|^1100^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^ABR^|^01^|^00^|^1^|^003^|^Rekomendasi kebijakan pengelolaan alat penangkapan ikan dan alat bantu penangkapan ikan yang disusun^|^0^|^^|^0^|^^|^^|^3^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^ABR^|^01^|^00^|^1^|^004^|^Rekomendasi kebijakan pengelolaan permesinan kapal perikanan yang memenuhi aspek operasional penangkapan ikan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2337^|^ACA^|^01^|^00^|^1^|^001^|^Dokumen kapal perikanan yang diterbitkan^|^0^|^^|^0^|^^|^^|^3400^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^QGA^|^01^|^00^|^1^|^001^|^Pelabuhan perikanan di lokasi SKPT yang dikelola dan operasional sesuai standar^|^0^|^^|^0^|^^|^^|^6^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^BGA^|^01^|^00^|^1^|^001^|^Pelabuhan Perikanan yang dibina tata kelola dan operasionalnya sesuai standar ^|^0^|^^|^0^|^^|^^|^65^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^BGA^|^01^|^00^|^1^|^004^|^Pelabuhan perikanan yang dikelola dan dianalisis pendataannya^|^0^|^^|^0^|^^|^^|^24^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^CBQ^|^01^|^00^|^1^|^001^|^Pelabuhan Perikanan yang diidentifikasi rencana pembangunan/pengembangan fasilitasnya^|^0^|^^|^0^|^^|^^|^25^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^PDI^|^01^|^00^|^1^|^001^|^Syahbandar dan Petugas Kesyahbandaran di Pelabuhan Perikanan yang difasilitasi pelatihannya^|^0^|^^|^0^|^^|^^|^100^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^PDI^|^01^|^00^|^1^|^002^|^Petugas mutu dan sertifikasi CPIB di Pelabuhan Perikanan yang difasilitasi pelatihannya^|^0^|^^|^0^|^^|^^|^100^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^RBQ^|^01^|^00^|^1^|^001^|^Pelabuhan perikanan UPT Pusat dan PP Perintis yang ditingkatkan fasillitasnya untuk mendukung Penangkapan Ikan Terukur^|^0^|^^|^0^|^^|^^|^15^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^RBQ^|^01^|^00^|^1^|^002^|^Pelabuhan perikanan UPT Daerah yang ditingkatkan fasillitasnya untuk mendukung Penangkapan Ikan Terukur^|^0^|^^|^0^|^^|^^|^3^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^RBQ^|^01^|^00^|^1^|^003^|^Pelabuhan Perikanan yang terintegrasi dan bertaraf internasional yang dikembangkan^|^0^|^^|^0^|^^|^^|^2^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^RBQ^|^01^|^00^|^1^|^004^|^Pelabuhan Perikanan terluar dan/atau berwawasan lingkungan yang dikembangkan ^|^0^|^^|^0^|^^|^^|^4^|^0^|^00^|^^|^^|^^
^2023^|^01^|^238720^|^032^|^03^|^HB^|^2338^|^SCC^|^01^|^00^|^1^|^001^|^Petugas Pelabuhan Perikanan yang ditingkatkan kapasitasnya dalam rangka mendukung Penangkapan Ikan Terukur^|^0^|^^|^0^|^^|^^|^541^|^0^|^00^|^^|^^|^^
